region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size
POA6016,34,2167,774,310,2200,1.1,1579,2.4
POA6017,32,1733,706,275,1406,1.2,1102,1.9
POA6018,38,2225,760,340,2182,1.0,1669,2.5
POA6019,35,2221,884,350,2198,1.1,1627,2.2
POA6020,42,2167,777,350,2391,1.0,1908,2.6
POA6021,38,2100,638,320,1724,1.0,1354,2.5
POA6022,39,1800,687,350,1735,1.0,1489,2.5
POA6023,40,2000,761,400,2237,1.0,1960,2.8
POA6024,39,1900,686,350,1811,1.0,1563,2.6
POA6025,38,2000,737,360,1972,1.0,1700,2.7
POA6026,41,1898,699,380,2107,1.0,1820,2.8
POA6027,36,2000,698,360,1908,1.0,1676,2.7
POA6028,35,2167,728,395,2218,1.0,2079,3.1
POA6029,40,2167,867,400,2460,1.0,2094,2.7
POA6030,32,2100,651,350,1666,1.0,1491,2.9
POA6031,28,2300,762,375,1837,1.0,1757,3.1
POA6032,40,2383,569,220,1799,1.1,1042,3.0
POA6033,32,2383,642,240,1714,1.1,1510,3.1
POA6035,38,2100,597,320,1458,1.0,1245,2.6
POA6036,28,2340,752,360,1803,1.1,1718,3.1
POA6037,40,1733,490,260,1257,1.0,966,2.5
POA6041,47,1800,378,260,996,1.1,859,2.5
POA6042,59,2167,412,240,1583,1.0,919,2.2
POA6043,49,1700,355,270,833,1.0,687,2.1
POA6044,45,1142,554,152,991,1.1,869,2.3
POA6050,37,2300,797,320,2467,1.1,1715,2.3
POA6051,34,1950,793,270,1782,1.1,1221,2.0
POA6052,37,2123,738,300,2083,1.1,1489,2.4
POA6053,38,2004,717,300,1888,1.1,1413,2.3
POA6054,37,1733,621,290,1491,1.1,1214,2.4
POA6055,37,2000,680,300,1797,1.1,1533,2.7
POA6056,38,1733,610,300,1530,1.1,1228,2.5
POA6057,35,1950,710,330,1750,1.0,1552,2.7
POA6058,37,1842,646,320,1557,1.1,1304,2.5
POA6059,40,2000,618,300,1699,1.1,1290,2.5
POA6060,36,1950,712,300,1592,1.1,1199,2.0
POA6061,31,1733,515,300,1181,1.1,1042,2.5
POA6062,39,1880,583,325,1462,1.1,1266,2.6
POA6063,32,1733,606,310,1489,1.1,1386,3.0
POA6064,34,1560,520,300,1308,1.1,1173,2.8
POA6065,32,2200,732,390,1908,1.0,1728,2.9
POA6066,34,1733,616,350,1640,1.1,1495,3.1
POA6067,28,3033,270,100,350,1.2,350,2.4
POA6068,30,0,0,73,0,1.0,1375,1.0
POA6069,30,2383,785,370,1890,1.0,1774,3.0
POA6070,43,2000,743,395,2210,1.0,1923,2.7
POA6071,42,1950,660,330,1927,1.0,1734,2.8
POA6072,45,1750,678,360,1904,1.1,1859,2.8
POA6073,46,1625,577,260,1726,1.0,1312,2.5
POA6074,44,2111,613,275,1764,1.1,1446,2.7
POA6076,43,2000,652,300,1902,1.0,1571,2.7
POA6077,47,2167,586,240,1530,1.1,1365,2.8
POA6078,42,2000,635,300,1937,1.1,1852,3.2
POA6079,50,0,900,0,0,1.0,1125,2.0
POA6081,39,1900,706,350,1984,1.0,1818,2.9
POA6082,40,2000,653,310,1698,1.1,1585,2.9
POA6083,43,2000,676,200,1978,1.1,1734,2.8
POA6084,39,2105,649,285,1714,1.1,1525,2.9
POA6090,48,0,1066,0,0,1.0,1633,1.0
POA6100,33,2167,801,330,1944,1.1,1514,2.2
POA6101,33,2167,706,310,1828,1.1,1385,2.3
POA6102,30,2000,396,270,1204,1.1,875,2.3
POA6103,33,2080,696,290,1722,1.1,1293,2.2
POA6104,36,2000,705,300,1700,1.1,1357,2.4
POA6105,36,1944,596,315,1386,1.1,1168,2.5
POA6106,57,0,875,0,1125,1.0,4500,3.0
POA6107,31,1900,597,320,1483,1.1,1300,2.7
POA6108,36,1700,616,320,1589,1.1,1411,2.8
POA6109,35,1600,543,280,1266,1.1,1093,2.6
POA6110,33,1800,618,300,1514,1.1,1285,2.7
POA6111,38,1733,604,280,1529,1.1,1284,2.6
POA6112,32,1950,630,290,1533,1.1,1321,2.7
POA6121,39,2318,681,345,1935,1.1,1894,3.2
POA6122,32,2167,714,350,1811,1.1,1724,3.0
POA6123,35,1950,567,300,1517,1.1,1477,3.0
POA6124,40,1733,631,250,1715,1.0,1437,2.7
POA6125,41,2080,574,200,1503,1.1,1340,2.8
POA6126,43,1700,464,200,1452,1.0,1281,2.4
POA6147,34,1625,588,300,1431,1.1,1235,2.6
POA6148,40,1950,629,340,1817,1.1,1454,2.6
POA6149,41,1950,690,388,2230,1.0,1884,2.8
POA6150,38,2000,559,410,2182,1.0,1783,3.0
POA6151,37,2383,910,350,2528,1.1,1842,2.2
POA6152,35,2145,699,320,2075,1.1,1452,2.3
POA6153,41,2466,816,380,2418,1.0,1832,2.5
POA6154,41,2167,682,350,2027,1.0,1440,2.5
POA6155,34,2058,706,400,2049,1.0,1917,3.1
POA6156,38,2167,694,310,2047,1.1,1486,2.5
POA6157,41,2167,773,320,2051,1.0,1412,2.2
POA6158,42,2275,858,360,2532,1.1,1838,2.5
POA6159,43,2600,974,370,2491,1.1,1861,2.1
POA6160,41,2250,773,320,2148,1.1,1397,2.0
POA6161,33,0,807,0,1687,1.1,1312,1.9
POA6162,41,2200,622,300,1781,1.1,1195,2.3
POA6163,39,1800,576,300,1535,1.1,1195,2.5
POA6164,31,2167,790,370,1989,1.0,1850,2.9
POA6165,40,2069,538,260,900,1.1,1125,2.7
POA6166,41,2000,636,350,1831,1.0,1550,2.7
POA6167,32,1733,582,255,1387,1.1,1172,2.6
POA6168,41,1697,519,250,1260,1.1,945,2.2
POA6169,37,1733,569,280,1494,1.0,1257,2.6
POA6170,29,2055,701,300,1690,1.1,1589,3.0
POA6171,29,2383,837,370,2052,1.0,1932,3.0
POA6172,30,1950,653,330,1748,1.0,1668,3.1
POA6173,29,2409,827,360,2209,1.0,2161,3.3
POA6174,34,2000,627,265,1788,1.1,1599,2.8
POA6175,33,2167,683,320,1871,1.0,1723,3.0
POA6176,40,2100,604,325,1904,1.1,1791,3.2
POA6180,30,2253,672,320,1795,1.0,1628,2.9
POA6181,38,2200,726,0,1937,1.1,2019,3.2
POA6182,0,0,0,0,0,0,0,0
POA6207,40,1950,567,170,1660,1.1,1568,2.7
POA6208,42,1950,475,250,1245,1.1,1009,2.5
POA6209,48,2100,443,200,1268,1.1,911,2.3
POA6210,43,1900,485,270,1209,1.0,954,2.4
POA6211,40,1900,525,290,1367,1.0,1203,2.6
POA6213,42,1950,566,220,1643,1.1,1208,2.4
POA6214,40,1733,558,163,1107,1.0,1152,2.8
POA6215,42,1543,498,200,1418,1.1,1109,2.5
POA6218,35,1083,348,200,900,1.1,650,2.4
POA6220,41,1625,480,180,1294,1.1,1030,2.5
POA6221,35,2167,573,125,1596,1.2,1333,2.7
POA6224,39,1486,507,150,1321,1.1,1009,2.6
POA6225,40,1582,558,200,1698,1.1,1339,2.5
POA6226,39,2338,867,110,2250,1.1,1954,2.9
POA6227,31,2000,669,300,1806,1.1,1767,3.0
POA6229,41,2000,637,203,1447,1.0,1125,2.5
POA6230,37,1733,605,260,1573,1.1,1263,2.5
POA6232,34,1820,631,300,1713,1.0,1521,2.7
POA6233,35,1950,669,300,1841,1.0,1665,2.8
POA6236,41,1755,667,200,1656,1.1,1490,2.8
POA6237,42,1800,616,180,1586,1.1,1391,2.7
POA6239,43,1500,507,200,1320,1.1,1078,2.6
POA6240,46,1150,679,180,1562,1.2,1178,2.5
POA6244,44,1122,495,107,1176,1.1,878,2.4
POA6251,44,1398,438,50,1166,1.1,858,2.5
POA6253,55,1137,404,185,979,1.1,728,2.1
POA6254,46,1000,458,150,1077,1.1,904,2.3
POA6255,46,1499,463,191,1109,1.1,863,2.4
POA6256,48,2300,500,0,1266,1.1,1444,2.5
POA6258,40,1300,513,150,1174,1.1,945,2.4
POA6260,41,1727,494,160,1145,1.1,946,2.6
POA6262,48,1100,396,110,968,1.1,727,2.3
POA6271,38,1733,545,250,1279,1.1,1061,2.6
POA6275,49,1620,459,116,982,1.1,824,2.3
POA6280,40,1800,528,260,1264,1.0,996,2.5
POA6281,38,2080,666,320,1519,1.0,1335,2.6
POA6282,40,2167,714,300,1720,1.1,1473,2.7
POA6284,37,2000,665,250,1450,1.1,1277,2.6
POA6285,36,1800,629,290,1394,1.1,1198,2.6
POA6286,48,2167,605,150,1489,1.1,1118,2.4
POA6288,47,1400,536,180,1015,1.1,956,2.4
POA6290,54,1337,446,200,920,1.1,726,2.0
POA6302,47,1404,478,200,1155,1.1,906,2.4
POA6304,51,1300,404,95,907,1.1,772,2.2
POA6306,45,1200,457,86,1069,1.1,867,2.4
POA6308,44,1200,477,125,1073,1.1,868,2.4
POA6309,47,900,453,0,1069,1.1,814,2.3
POA6311,43,1083,490,116,964,1.1,964,2.5
POA6312,37,1300,507,160,1226,1.1,978,2.4
POA6313,44,1001,568,93,1361,1.1,1069,2.5
POA6315,45,880,460,110,1125,1.1,834,2.3
POA6316,39,563,568,92,991,1.1,900,2.5
POA6317,36,1200,525,140,1160,1.1,952,2.6
POA6318,39,900,408,157,1343,1.1,680,2.8
POA6320,36,1029,478,70,1065,1.1,880,2.8
POA6321,38,740,417,98,1014,1.1,875,2.3
POA6322,43,217,393,0,821,1.1,764,2.5
POA6323,46,1148,407,175,836,1.1,750,2.5
POA6324,42,1232,480,180,1119,1.1,890,2.4
POA6326,46,1300,470,150,1144,1.1,1025,2.6
POA6327,44,1600,457,100,933,1.4,900,2.6
POA6328,43,1000,558,85,1224,1.1,947,2.4
POA6330,41,1571,521,230,1270,1.1,1005,2.4
POA6333,47,1359,470,210,1045,1.1,847,2.3
POA6335,35,704,615,110,1394,1.1,1021,2.6
POA6336,40,555,545,50,1053,1.1,959,2.3
POA6337,35,600,710,100,1511,1.1,1221,2.5
POA6338,43,1083,571,100,1153,1.1,915,2.4
POA6341,34,1000,595,80,1426,1.0,961,2.4
POA6343,37,0,585,80,974,1.0,1109,2.6
POA6346,37,1000,954,125,1343,1.1,1142,2.4
POA6348,39,1387,652,250,1635,1.1,1464,2.4
POA6350,52,563,463,100,772,1.1,720,2.0
POA6352,36,813,530,70,1083,1.1,826,2.5
POA6353,40,900,622,108,1443,1.1,1214,2.4
POA6355,39,400,608,10,1221,1.1,936,2.4
POA6358,46,0,463,0,933,1.0,809,2.4
POA6359,37,862,913,110,1233,1.1,962,2.4
POA6365,42,620,515,103,1079,1.1,863,2.4
POA6367,39,833,504,120,816,1.2,719,2.4
POA6368,46,650,581,0,1018,1.1,962,2.3
POA6369,45,1083,535,120,1019,1.1,896,2.2
POA6370,44,626,452,120,993,1.1,804,2.4
POA6373,43,0,616,0,1292,1.1,1160,2.4
POA6375,50,700,525,102,1098,1.0,900,2.1
POA6383,48,738,487,78,1014,1.1,843,2.4
POA6386,38,390,479,0,1104,1.0,779,2.4
POA6390,38,2006,1210,224,2212,1.1,1825,2.6
POA6391,43,1000,612,118,1307,1.1,1062,2.3
POA6392,43,1023,579,100,981,1.1,978,2.5
POA6393,46,200,393,0,788,1.1,812,2.4
POA6394,42,628,526,38,943,1.0,920,2.5
POA6395,42,953,520,130,1162,1.1,972,2.4
POA6396,35,901,618,80,1258,1.0,974,2.3
POA6397,39,560,514,85,1192,1.1,890,2.2
POA6398,48,780,415,157,833,1.1,666,2.2
POA6401,39,1300,512,180,1268,1.1,990,2.5
POA6403,40,800,483,270,1062,1.1,939,2.6
POA6405,44,950,580,130,1050,1.1,792,2.4
POA6407,37,997,507,120,1242,1.1,1054,2.4
POA6409,41,272,450,50,1037,1.1,955,2.5
POA6410,43,737,390,100,989,1.1,811,2.5
POA6413,44,1300,660,185,1319,1.0,1375,2.5
POA6415,35,1101,594,140,1440,1.1,1107,2.3
POA6418,42,551,507,75,1158,1.1,830,2.3
POA6421,40,867,579,37,1213,1.0,1025,2.7
POA6423,43,1439,766,46,1333,1.1,1458,2.3
POA6425,45,462,595,0,1125,1.0,789,2.2
POA6426,37,1000,748,110,1576,1.1,1235,2.4
POA6429,37,854,757,105,1397,1.2,1145,2.5
POA6430,31,2000,945,270,2431,1.1,2109,2.7
POA6431,29,0,268,21,593,1.5,1083,3.7
POA6432,31,1629,788,260,1909,1.1,1680,2.6
POA6434,28,303,284,75,718,2.9,1075,3.8
POA6436,43,2813,459,79,787,1.3,900,2.7
POA6437,32,0,1769,0,2590,1.1,2572,3.1
POA6438,32,908,1144,92,1734,1.2,1386,2.4
POA6440,37,953,1503,65,768,1.2,955,2.5
POA6442,29,1322,972,200,2534,1.1,2228,2.8
POA6443,37,660,796,85,1528,1.1,1130,2.2
POA6445,35,217,450,0,850,1.1,729,2.5
POA6447,30,650,693,0,1517,1.2,1354,3.2
POA6448,36,1200,402,130,1087,1.1,1035,2.5
POA6450,38,1530,583,190,1417,1.1,1144,2.5
POA6460,42,999,476,100,1031,1.1,852,2.4
POA6461,42,867,426,125,907,1.0,771,2.0
POA6462,42,360,606,60,1258,1.1,1098,2.6
POA6468,34,953,695,0,1571,1.1,1361,2.9
POA6472,40,1525,589,75,1312,1.1,981,2.7
POA6475,42,379,504,86,853,1.0,848,2.5
POA6477,39,433,583,60,1339,1.1,987,2.2
POA6479,45,530,548,65,1392,1.1,1055,2.3
POA6484,38,380,1885,40,974,1.1,1083,2.2
POA6485,45,650,436,124,868,1.1,768,2.1
POA6488,44,498,515,75,1166,1.1,807,2.3
POA6490,46,1400,433,50,866,1.1,818,2.3
POA6501,39,1650,611,175,1581,1.1,1396,2.8
POA6502,45,1387,455,180,1182,1.1,939,2.5
POA6503,41,1406,543,180,1308,1.1,1091,2.5
POA6505,46,1800,427,0,1031,1.1,1166,2.5
POA6507,42,1746,672,129,1625,1.0,1525,2.4
POA6509,42,0,664,75,1408,1.1,1135,2.2
POA6510,37,935,576,138,1405,1.1,1192,2.5
POA6511,51,894,439,200,927,1.0,775,2.1
POA6513,36,0,592,130,1265,1.0,1350,2.8
POA6514,50,1733,431,168,988,1.0,861,2.2
POA6515,41,600,584,0,1161,1.1,1044,2.3
POA6516,42,1600,569,220,1293,1.0,1003,2.4
POA6517,42,470,605,100,1319,1.0,1071,2.2
POA6518,47,884,381,48,766,1.0,666,2.1
POA6519,40,563,546,92,1125,1.1,995,2.3
POA6521,48,1250,579,65,1303,1.1,1036,2.6
POA6522,38,321,697,100,1390,1.1,963,2.4
POA6525,44,1706,516,195,1283,1.1,992,2.4
POA6528,44,1000,666,150,1408,1.1,1264,2.4
POA6530,36,1616,596,230,1468,1.1,1203,2.5
POA6532,38,1818,627,200,1602,1.1,1360,2.7
POA6535,49,1300,390,125,872,1.1,748,2.3
POA6536,45,1400,464,200,1116,1.1,764,2.3
POA6537,48,1005,529,150,1187,1.1,820,2.0
POA6556,41,1860,601,300,1650,1.1,1361,2.7
POA6558,34,2010,621,260,1399,1.1,1245,2.6
POA6560,38,1100,534,167,1255,1.1,1072,2.8
POA6562,44,1517,512,240,1193,1.1,1064,2.5
POA6564,48,1257,506,0,1265,1.0,936,2.3
POA6566,48,1538,482,230,1216,1.1,947,2.4
POA6567,47,1083,445,175,1109,1.1,966,2.5
POA6568,39,87,383,180,1093,1.1,711,2.8
POA6569,41,1083,571,50,1041,1.0,813,2.3
POA6575,41,320,669,50,1160,1.1,1218,2.4
POA6603,37,934,639,125,1383,1.1,1183,2.3
POA6606,43,600,663,0,1354,1.1,1277,2.2
POA6608,46,725,581,50,1312,1.0,900,2.6
POA6609,37,972,712,148,1619,1.0,1148,2.4
POA6612,44,922,610,0,1538,1.1,1011,2.4
POA6620,37,2167,514,140,1416,1.1,956,2.5
POA6623,37,850,869,80,1201,1.1,1105,2.5
POA6628,31,0,837,0,1489,1.1,1228,2.8
POA6630,40,640,648,92,991,1.2,908,2.2
POA6635,33,6100,1291,45,1325,1.2,1125,3.1
POA6638,37,650,572,133,900,1.2,1054,2.5
POA6639,48,2000,485,0,2549,1.1,700,2.0
POA6640,47,217,390,100,844,1.2,671,2.0
POA6642,34,433,920,84,1103,1.2,1009,2.5
POA6646,34,190,1665,25,885,1.5,1266,3.5
POA6701,38,1517,594,152,1366,1.2,1104,2.5
POA6705,29,1300,319,50,749,1.4,837,3.1
POA6707,37,2167,738,257,1731,1.1,1373,2.4
POA6710,38,1548,2000,54,1375,1.2,1483,2.4
POA6713,34,2150,1582,231,3228,1.1,3055,2.8
POA6714,32,3059,1614,130,2977,1.1,2860,2.9
POA6716,32,0,1824,28,2874,1.1,2777,2.7
POA6718,33,1083,574,172,1416,1.5,1478,3.4
POA6720,32,2300,1450,30,2772,1.2,2720,3.1
POA6721,34,1950,1669,102,3015,1.1,2810,2.6
POA6722,30,2600,1362,120,2908,1.2,2817,2.9
POA6725,32,2600,698,160,1678,1.3,1441,2.8
POA6726,33,2600,937,270,2041,1.2,1856,2.7
POA6728,30,1733,443,79,1105,1.3,1251,3.2
POA6740,29,1517,385,50,1004,1.4,1085,3.1
POA6743,31,2200,866,140,1817,1.3,1644,2.7
POA6751,33,300,1824,35,2859,1.2,2768,2.9
POA6753,32,364,1915,75,2933,1.1,2827,3.0
POA6754,30,2400,1666,30,2982,1.1,2799,2.8
POA6758,27,0,270,100,728,1.4,974,2.9
POA6760,28,2167,287,35,792,1.5,937,3.0
POA6762,33,0,1758,90,666,1.8,900,4.1
POA6765,27,838,354,35,797,1.4,1188,3.3
POA6770,26,175,313,50,770,1.6,973,3.7
POA6907,20,2123,117,250,3041,1.1,1071,1.6
POA7000,36,1733,693,265,1832,1.1,1281,2.2
POA7004,38,1408,651,280,1726,1.1,1277,2.2
POA7005,38,2000,583,290,1884,1.1,1285,2.4
POA7007,39,1733,707,235,1967,1.1,1410,2.4
POA7008,40,1625,616,230,1649,1.1,1166,2.3
POA7009,37,1317,499,230,1152,1.1,898,2.3
POA7010,41,1300,453,200,1051,1.1,785,2.2
POA7011,38,1343,495,210,1126,1.1,895,2.4
POA7012,39,1400,583,235,1300,1.1,1193,2.7
POA7015,45,1560,627,270,1600,1.0,1213,2.3
POA7016,33,1060,406,185,890,1.1,765,2.5
POA7017,39,1517,635,300,1566,1.1,1441,2.8
POA7018,42,1517,566,250,1363,1.1,1055,2.3
POA7019,31,1196,446,200,972,1.1,843,2.6
POA7020,39,1600,705,300,1870,1.1,1641,2.9
POA7021,39,1300,656,250,1588,1.1,1342,2.6
POA7022,40,1318,595,240,1255,1.1,1062,2.4
POA7023,50,1603,416,240,1125,1.1,949,2.3
POA7024,39,1600,749,240,1690,1.1,1432,2.6
POA7025,42,1352,569,220,1544,1.1,1271,2.6
POA7026,43,1250,498,130,1226,1.1,1032,2.5
POA7027,44,867,357,170,892,1.1,711,2.3
POA7030,34,1300,456,170,1012,1.1,894,2.7
POA7050,37,1518,580,270,1436,1.1,1122,2.4
POA7052,41,1550,632,290,1547,1.1,1287,2.6
POA7053,44,1600,680,275,1841,1.1,1444,2.5
POA7054,38,1517,625,280,1567,1.1,1375,2.7
POA7055,32,1647,687,340,1375,1.0,1168,2.5
POA7109,40,1300,478,200,1130,1.1,939,2.5
POA7112,44,997,390,190,903,1.1,739,2.4
POA7113,44,1300,420,198,1255,1.1,1007,2.5
POA7116,42,1148,406,200,962,1.1,797,2.4
POA7117,52,1019,411,180,945,1.0,727,2.1
POA7120,43,867,382,88,837,1.1,677,2.3
POA7140,41,1150,413,180,1044,1.1,834,2.5
POA7150,45,1300,483,180,1195,1.1,957,2.5
POA7155,44,1400,540,270,1121,1.1,1028,2.5
POA7162,50,867,537,230,1283,1.2,1153,2.5
POA7163,49,910,491,100,1286,1.2,1013,2.5
POA7170,42,1733,701,260,1868,1.0,1693,2.9
POA7171,37,1400,581,250,1269,1.1,1093,2.4
POA7172,43,1300,478,230,1143,1.1,916,2.4
POA7173,40,1170,521,215,1192,1.1,925,2.4
POA7176,40,1083,466,140,900,1.2,846,2.5
POA7177,48,900,402,155,949,1.1,745,2.4
POA7178,47,975,374,210,833,1.1,707,2.2
POA7179,53,769,444,168,774,1.1,795,2.0
POA7180,53,823,367,163,742,1.1,723,2.0
POA7182,55,520,397,175,716,1.1,672,2.1
POA7183,37,867,460,70,840,1.1,633,2.4
POA7184,47,1083,357,180,845,1.1,632,2.1
POA7186,49,953,403,120,746,1.3,727,2.5
POA7190,53,1096,401,165,871,1.1,733,2.1
POA7209,49,867,396,83,906,1.0,693,2.3
POA7210,49,825,386,126,850,1.1,643,2.1
POA7211,41,693,494,150,1192,1.1,937,2.5
POA7212,43,1460,507,170,1231,1.1,1008,2.5
POA7213,40,698,334,90,778,1.1,653,2.5
POA7214,46,534,334,50,805,1.1,646,2.2
POA7215,49,953,393,160,900,1.1,698,2.2
POA7216,52,1062,370,180,830,1.1,658,2.1
POA7248,32,1200,378,195,940,1.1,744,2.4
POA7249,38,1300,513,210,1234,1.1,937,2.2
POA7250,39,1350,539,210,1320,1.1,1008,2.4
POA7252,46,1517,555,208,1419,1.1,1256,2.5
POA7253,40,1083,379,170,900,1.1,733,2.4
POA7254,42,1387,397,155,1125,1.1,994,2.7
POA7255,53,988,479,81,1034,1.1,847,1.9
POA7256,46,867,624,120,1365,1.1,953,2.1
POA7257,48,0,296,75,733,1.0,335,1.7
POA7258,43,1517,686,170,1773,1.0,1530,2.9
POA7259,43,1050,452,150,1050,1.1,900,2.5
POA7260,43,1050,404,146,973,1.1,764,2.4
POA7261,52,986,355,33,833,1.1,730,2.2
POA7262,46,1192,451,163,1015,1.1,789,2.2
POA7263,42,650,367,85,790,1.1,747,2.5
POA7264,51,585,339,15,719,1.1,557,2.2
POA7265,41,650,374,140,827,1.0,675,2.3
POA7267,40,1300,560,220,1388,1.1,1259,2.7
POA7268,44,1200,499,137,1262,1.1,950,2.5
POA7270,49,1051,385,172,922,1.1,761,2.3
POA7275,46,1300,468,200,1150,1.1,966,2.5
POA7276,44,1213,487,150,949,1.1,856,2.4
POA7277,41,1528,552,260,1413,1.1,1259,2.7
POA7290,36,1300,579,200,1382,1.1,1136,2.6
POA7291,42,1192,529,165,1271,1.0,1043,2.4
POA7292,43,1300,485,150,1219,1.1,1027,2.6
POA7300,40,1300,533,200,1324,1.1,1073,2.6
POA7301,44,1247,457,170,1095,1.1,869,2.4
POA7302,39,1083,457,120,1092,1.1,941,2.6
POA7303,44,1285,425,170,998,1.1,835,2.4
POA7304,45,1083,391,164,952,1.1,766,2.4
POA7305,44,1000,374,180,869,1.1,768,2.5
POA7306,44,1111,394,160,960,1.1,801,2.5
POA7307,44,1300,481,195,1132,1.1,914,2.4
POA7310,40,1296,459,190,1066,1.1,855,2.4
POA7315,44,1210,444,175,1080,1.1,831,2.4
POA7316,42,1278,456,190,1150,1.1,918,2.5
POA7320,38,1127,456,175,1061,1.1,832,2.3
POA7321,42,1120,446,160,1151,1.1,963,2.5
POA7322,42,1200,423,175,1029,1.1,796,2.4
POA7325,44,1200,413,170,1080,1.1,849,2.4
POA7330,37,1092,521,125,1166,1.1,952,2.5
POA7331,44,1300,519,180,1180,1.1,954,2.4
POA7467,39,758,412,125,1168,1.1,817,2.2
POA7468,41,1400,576,100,1375,1.1,1016,2.2
POA7469,39,720,429,130,1258,1.1,1020,2.4
POA7470,35,650,540,125,1452,1.1,1285,2.3
POA9191,45,0,1093,0,1375,1.0,1166,1.5
POA0800,32,2600,1014,480,2227,1.2,1890,2.1
POA0810,34,2058,850,330,1959,1.2,1721,2.7
POA0812,34,2000,845,350,1969,1.2,1795,2.9
POA0820,33,2200,1008,400,2314,1.1,1963,2.4
POA0822,26,1850,284,43,789,1.7,1237,4.1
POA0828,34,3000,655,165,1838,1.4,1448,2.7
POA0829,23,1950,985,230,1375,1.4,1052,2.0
POA0830,29,2167,863,328,1909,1.1,1692,2.9
POA0832,28,2383,989,410,2138,1.1,2030,2.9
POA0835,40,2167,871,300,2102,1.2,1910,2.8
POA0836,36,2200,881,350,2108,1.2,1906,2.9
POA0837,37,2700,717,275,1905,1.4,1465,2.8
POA0838,37,1850,757,120,1625,1.3,1323,2.6
POA0840,48,1361,385,0,836,1.3,604,1.9
POA0841,38,1647,654,340,1636,1.4,1125,2.6
POA0845,44,1060,627,55,1343,1.2,886,1.8
POA0846,45,1400,426,115,1093,1.3,772,2.4
POA0847,36,1452,674,70,1525,1.4,1116,2.4
POA0850,32,1733,735,180,1724,1.2,1459,2.7
POA0852,25,1387,295,30,783,1.7,1168,4.0
POA0853,25,0,1135,210,2242,1.1,2143,3.5
POA0854,26,0,388,50,916,1.8,1151,3.9
POA0860,32,934,634,120,1428,1.4,1392,2.9
POA0862,28,550,566,40,1100,1.3,1033,3.6
POA0870,33,1950,866,300,1971,1.2,1692,2.6
POA0872,27,1246,271,25,610,1.7,1018,3.9
POA0880,29,1950,759,4,2271,1.3,2404,3.4
POA0885,34,1279,1552,80,3048,1.2,2846,2.8
POA0886,33,108,1135,36,2518,1.2,2227,2.6
POA2600,43,2500,1213,460,2973,1.1,2581,2.3
POA2601,23,2600,278,500,2706,1.2,2118,1.7
POA2602,36,2167,912,370,2361,1.1,1776,2.4
POA2603,41,2600,1154,400,3035,1.1,2507,2.4
POA2604,36,2383,1158,430,2617,1.1,2065,2.2
POA2605,41,2167,1020,397,2655,1.1,2068,2.5
POA2606,35,2050,914,350,2106,1.1,1601,2.2
POA2607,42,2167,914,355,2352,1.1,1827,2.5
POA2609,47,2492,618,250,1386,1.1,875,1.8
POA2611,40,2167,910,332,2262,1.0,1839,2.5
POA2612,29,2197,957,400,2570,1.1,1869,2.0
POA2614,38,2058,875,361,2175,1.1,1734,2.5
POA2615,34,2058,860,351,2054,1.1,1782,2.7
POA2617,32,2025,842,390,2213,1.1,1880,2.5
POA2900,36,1888,986,422,2048,1.1,1703,2.1
POA2902,37,1993,880,325,2162,1.0,1861,2.6
POA2903,37,2000,862,335,2152,1.1,1901,2.7
POA2904,40,1999,948,400,2431,1.0,2215,2.8
POA2905,32,2000,881,370,2146,1.1,1928,2.8
POA2906,32,2167,925,365,2216,1.1,2023,2.9
POA2911,27,2600,1189,318,2259,1.1,1914,2.3
POA2912,29,2383,994,430,2256,1.1,2095,2.8
POA2913,32,2167,959,391,2271,1.1,2046,2.8
POA2914,30,2492,1142,428,2543,1.1,2456,3.1
POA6798,31,867,1022,84,2122,1.3,1864,2.6
POA6799,39,285,486,148,1156,1.2,1454,3.8
POA9494,38,0,375,0,0,0,0,0
POA9797,41,0,1148,0,2750,0,0,0
